Khandwa10004020,Madhya Pradesh10004020,Indore_Cluster,Indore_Cluster10004020,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10004020,GAPL Soybean Jhoom 25 KG,FIELD CROP,Soybean,,PRIVATE LABEL,GAPL SOYBEAN JHOOM,25,C,18.0%,18.0%,"3,000","2,550","2,800",102,112,1,,,1,,,,0,0,0,0,,30,138,,,0,,0,,,0,,0,,,0,30,138,0,0,0,"3,462",0,0,"3,462",0,0,0,0,0,0,"392,308",0,0,"392,308",0,0,0,0,"353,077",0,0,"353,077",0,0,0,0,"63,554",0,0,"63,554",0,0,0,0,0%,0%,In AOP but Plan is ZERO,"85,500",,,"85,500","75,000",79,,"75,079","11,760",79,,"11,839",Khandwa
Khandwa12001485,Madhya Pradesh12001485,Indore_Cluster,Indore_Cluster12001485,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001485,Klaasan 1 L,CROP NUTRITION,,,PRIVATE LABEL,KLAASAN,1,A,34.0%,34.0%,650,675,675,675,675,0,0,0,0,,,,268,501,"165,905","310,143",,0,0,,,0,0,0,100,,100,0,0,100,,100,0,0,200,0,200,0,0,0,0,0,100,100,200,0,0,0,0,0,0,0,"65,000","65,000","130,000",0,0,0,0,0,"67,500","67,500","135,000",0,0,0,0,0,"22,950","22,950","45,900",0%,5%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12000379,Madhya Pradesh12000379,Indore_Cluster,Indore_Cluster12000379,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12000379,Micronutrients ZnSo4 5 Kg,CROP NUTRITION,,,PRIVATE LABEL,MICRONUTRIENTS ZNSO4,5,C,15.0%,15.0%,625,445,445,89,89,2,2,,3,,,,0,0,0,0,,140,101,,,0,160,122.1922731,,,0,,0,,,0,300,223,0,0,0,503,611,0,"1,114",0,0,0,0,0,0,"47,019","57,094",0,"104,113",0,0,0,0,"44,780","54,376",0,"99,155",0,0,0,0,"6,717","8,156",0,"14,873",0,0,0,0,0%,5%,In AOP but Plan is ZERO,"73,500","84,050",,"157,550","63,656","72,793",,"136,449","12,238","14,029",,"26,267",Khandwa
Khandwa12001431,Madhya Pradesh12001431,Indore_Cluster,Indore_Cluster12001431,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001431,Poli mix (5) 25 KG,CROP NUTRITION,,,PRIVATE LABEL,POLI MIX 5,25,C,17.0%,17.0%,"2,500","3,000","3,000",120,120,0,0,0,0,,,,100,27,"227,679","61,473",,0,0,100,,100,0,0,100,,100,0,0,,,0,0,0,200,0,200,0,0,0,0,2500,"2,500",0,"5,000",0,0,0,0,0,0,"250,000","250,000",0,"500,000",0,0,0,0,"300,000","300,000",0,"600,000",0,0,0,0,"51,000","51,000",0,"102,000",0%,5%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa12001259,Madhya Pradesh12001259,Indore_Cluster,Indore_Cluster12001259,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001259,Potassium Schoenite 25 Kg,CROP NUTRITION,,,PRIVATE LABEL,POTASSIUM SCHOENITE,25,D,7.0%,5.0%,"2,250","2,075","2,075",83,83,1,,2,3,,,,15,90,"32,143","216,000",,40,96,20,,20,,0,50,,50,10,24,50,,50,50,120,120,0,120,"2,400",0,600,"3,000",500,"1,250","1,250","3,000",0,0,"209,160",0,"52,290","261,450","45,000","112,500","112,500","270,000","199,200",0,"49,800","249,000","41,500","103,750","103,750","249,000","13,944",0,"3,486","17,430","2,075","5,188","5,188","12,450",0%,5%,Plan < AOP | Plan < Inventory (Excess),"64,000",,"18,072","82,072","60,952",,"17,211","78,163",468,,"4,257","4,725",Khandwa
Khandwa12001482,Madhya Pradesh12001482,Indore_Cluster,Indore_Cluster12001482,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,12001482,WSF 00:42:47+2.8% Fe 2.5 Kg,CROP NUTRITION,,,PRIVATE LABEL,WSF 00:42:47+2.8% FE,2.5,B,22.0%,29.0%,"1,300","1,375","1,375",550,550,,,3,3,,,,0,26,0,"32,190",,,0,,,0,,0,100,,100,16,53.33333333,100,,100,16,53,200,0,200,0,0,133,133,0,250,250,500,0,0,0,0,"77,000","77,000",0,"130,000","130,000","260,000",0,0,"73,333","73,333",0,"137,500","137,500","275,000",0,0,"16,133","16,133",0,"39,875","39,875","79,750",0%,5%,No AOP | Plan < Inventory (Excess),,,"20,800","20,800",,,"18,819","18,819",,,"5,197","5,197",Khandwa
Khandwa13004236,Madhya Pradesh13004236,Indore_Cluster,Indore_Cluster13004236,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13004236,Asear FS 100 ml,CROP PROTECTION,,,PRIVATE LABEL,ASEAR FS,0.1,B,25.0%,25.0%,86,60,60,596,596,,,1,1,,,,0,0,0,0,,,0,,,0,,0,,,0,10,150,,,0,10,150,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,"11,721","11,721",0,0,0,0,0,0,"8,940","8,940",0,0,0,0,0,0,"2,235","2,235",0,0,0,0,0%,18%,No AOP | Plan = Inventory (At Par),,,754,754,,,575,575,,,129,129,Khandwa
Khandwa13005086,Madhya Pradesh13005086,Indore_Cluster,Indore_Cluster13005086,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005086,Ataque GR 4 KG,CROP PROTECTION,,,PRIVATE LABEL,ATAQUE GR,4,A,39.4%,40.0%,400,280,280,70,70,7,6,1,11,,,,48,66,"18,224","25,729",,206,218,200,,200,146,166.2709966,200,,200,5,0,,,0,357,385,400,0,400,873,665,0,"1,538",800,800,0,"1,600",0,0,"81,936","62,427",0,"144,363","80,000","80,000",0,"160,000","61,105","46,556",0,"107,660","56,000","56,000",0,"112,000","24,045","18,320",0,"42,364","22,400","22,400",0,"44,800",0%,18%,Plan < AOP | Plan > Inventory (Shortage),"90,821","64,846","2,222","157,889","68,590","48,403","1,701","118,694","34,299","24,102",869,"59,270",Khandwa
Khandwa13004220,Madhya Pradesh13004220,Indore_Cluster,Indore_Cluster13004220,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13004220,Contropest 30 gm,CROP PROTECTION,,,PRIVATE LABEL,CONTROPEST,0.03,A,52.1%,30.0%,123,78,98,"2,587","3,267",,1,,1,,,,10,105,"1,042","15,572",,,0,,,0,20,380.952381,,,0,,0,,,0,20,381,0,0,0,0,11,0,11,0,0,0,0,0,0,0,"43,609",0,"43,609",0,0,0,0,0,"29,566",0,"29,566",0,0,0,0,0,"15,404",0,"15,404",0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),,"2,328",,"2,328",,"1,874",,"1,874",,453,,453,Khandwa
Khandwa13004221,Madhya Pradesh13004221,Indore_Cluster,Indore_Cluster13004221,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13004221,Contropest 75 gm,CROP PROTECTION,,,PRIVATE LABEL,CONTROPEST,0.075,A,52.4%,22.0%,289,164,210,"2,190","2,800",,2,,2,,,,0,0,0,0,,,0,,,0,60,700,,,0,,0,,,0,60,700,0,0,0,0,53,0,53,0,0,0,0,0,0,0,"169,588",0,"169,588",0,0,0,0,0,"114,975",0,"114,975",0,0,0,0,0,"60,247",0,"60,247",0,0,0,0,0%,18%,No AOP | Plan = Inventory (At Par),,"15,750",,"15,750",,"12,680",,"12,680",,"8,445",,"8,445",Khandwa
Khandwa13005507,Madhya Pradesh13005507,Indore_Cluster,Indore_Cluster13005507,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005507,Contropest SC 250 ml,CROP PROTECTION,,,PRIVATE LABEL,CONTROPEST SC,0.25,D,0.0%,15.0%,273,0,232,0,928,3,1,,3,,,,10,0,"2,309",0,,130,153,,,0,0,47.05882353,,,0,,0,,,0,130,200,0,0,0,38,12,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,In AOP but Plan is ZERO,"35,425",0,,"35,425","27,619",183,,"27,802","12,250",183,,"12,433",Khandwa
Khandwa13005097,Madhya Pradesh13005097,Indore_Cluster,Indore_Cluster13005097,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005097,Crossbow 32 1 L,CROP PROTECTION,,,PRIVATE LABEL,CROSSBOW 32,1,D,8.9%,5.0%,580,351,450,351,450,0,0,0,0,,,,54,58,"26,542","26,542",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,,0,,0,,0,,0,Khandwa
Khandwa13005121,Madhya Pradesh13005121,Indore_Cluster,Indore_Cluster13005121,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005121,Dinome 1 L,CROP PROTECTION,,,PRIVATE LABEL,DINOME,1,C,11.1%,4.0%,360,277,260,277,260,,1,,1,,,,0,-20,0,"-5,389",,,0,,,0,19,0,,,0,,0,,,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan > Inventory (Shortage),,"5,719",,"5,719",,"4,749",,"4,749",,836,,836,Khandwa
Khandwa13005128,Madhya Pradesh13005128,Indore_Cluster,Indore_Cluster13005128,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005128,Dinome 500 ml,CROP PROTECTION,,,PRIVATE LABEL,DINOME,0.5,C,11.1%,4.0%,193,148,140,295,280,2,,,2,,,,0,100,0,"14,407",,40,85,,,0,,0,,,0,,0,,,0,40,85,0,0,0,43,0,0,43,0,0,0,0,0,0,"15,830",0,0,"15,830",0,0,0,0,"12,611",0,0,"12,611",0,0,0,0,"1,395",0,0,"1,395",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"6,400",,,"6,400","5,299",9,,"5,308",657,9,,666,Khandwa
Khandwa13005538,Madhya Pradesh13005538,Indore_Cluster,Indore_Cluster13005538,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005538,Diwaar 1 L,CROP PROTECTION,,,PRIVATE LABEL,DIWAAR,1,C,16.8%,15.0%,300,242,225,242,225,1,1,,2,,,,0,0,0,0,,40,113,100,,100,30,84.50704225,,,0,,0,,,0,70,197,100,0,100,113,85,0,197,100,0,0,100,0,0,"36,984","27,738",0,"64,721","30,000",0,0,"30,000","27,268","20,451",0,"47,718","22,500",0,0,"22,500","4,592","3,444",0,"8,036","3,375",0,0,"3,375",0%,18%,Plan < AOP | Plan > Inventory (Shortage),"12,600","9,450",,"22,050","8,969","7,114",,"16,083","1,344","1,393",,"2,737",Khandwa
Khandwa13005539,Madhya Pradesh13005539,Indore_Cluster,Indore_Cluster13005539,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005539,Diwaar 500 ml,CROP PROTECTION,,,PRIVATE LABEL,DIWAAR,0.5,C,14.7%,15.0%,158,127,135,254,270,2,4,,6,,,,100,0,"13,390",0,,60,89,100,,100,80,118.5185185,,,0,,0,,,0,140,207,100,0,100,44,59,0,104,50,0,0,50,0,0,"15,311","20,415",0,"35,727","15,800",0,0,"15,800","11,289","15,052",0,"26,341","13,500",0,0,"13,500","1,661","2,214",0,"3,875","2,025",0,0,"2,025",0%,18%,Plan > AOP | Plan = Inventory (At Par),"10,110","13,497",,"23,607","7,566","10,889",,"18,455","1,534","2,841",,"4,375",Khandwa
Khandwa13004208,Madhya Pradesh13004208,Indore_Cluster,Indore_Cluster13004208,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13004208,Entokill 1 L,CROP PROTECTION,,,PRIVATE LABEL,ENTOKILL,1,A,47.8%,45.0%,"1,300",663,980,663,980,1,,,1,,,,0,990,0,"797,034",,24,50,,,0,,0,,,0,,0,,,0,24,50,0,0,0,50,0,0,50,0,0,0,0,0,0,"46,020",0,0,"46,020",0,0,0,0,"33,150",0,0,"33,150",0,0,0,0,"15,839",0,0,"15,839",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"24,521",,,"24,521","18,541",119,,"18,660","8,313",119,,"8,432",Khandwa
Khandwa13005709,Madhya Pradesh13005709,Indore_Cluster,Indore_Cluster13005709,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005709,Flameo 160 Gm*25,CROP PROTECTION,,,PRIVATE LABEL,FLAMEO 160 GM*25,4,D,0.0%,15.0%,"3,375",0,"2,650",0,663,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13005552,Madhya Pradesh13005552,Indore_Cluster,Indore_Cluster13005552,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005552,Hexle 1L,CROP PROTECTION,,,PRIVATE LABEL,HEXLE,1,A,35.3%,43.0%,340,181,245,181,245,2,,1,2,,,,0,0,0,0,,92,162,,,0,,0,,,0,50,88.02816901,,,0,142,250,0,0,0,162,0,88,250,0,0,0,0,0,0,"38,438",0,"20,890","59,328",0,0,0,0,"29,317",0,"15,933","45,250",0,0,0,0,"10,337",0,"5,618","15,955",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"20,842",,"11,300","32,142","17,309",26,"9,385","26,720","6,136",26,"3,312","9,474",Khandwa
Khandwa13005553,Madhya Pradesh13005553,Indore_Cluster,Indore_Cluster13005553,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005553,Hexle 250 ml,CROP PROTECTION,,,PRIVATE LABEL,HEXLE,0.25,A,31.8%,43.0%,99,55,70,219,280,2,,1,3,,,,0,1603,0,"131,772",,90,360,,,0,,0,,,0,10,40,,,0,100,400,0,0,0,90,0,10,100,0,0,0,0,0,0,"25,842",0,"2,871","28,713",0,0,0,0,"19,710",0,"2,190","21,900",0,0,0,0,"6,276",0,697,"6,973",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"6,480",,727,"7,207","5,382",8,604,"5,994","1,832",8,210,"2,050",Khandwa
Khandwa13005554,Madhya Pradesh13005554,Indore_Cluster,Indore_Cluster13005554,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005554,Hexle 500 ml,CROP PROTECTION,,,PRIVATE LABEL,HEXLE,0.5,A,30.4%,43.0%,180,94,130,187,260,1,,1,1,,,,0,1720,0,"243,423",,20,55,,,0,,0,,,0,33,90.4109589,,,0,53,145,0,0,0,27,0,45,73,0,0,0,0,0,0,"6,717",0,"11,083","17,801",0,0,0,0,"5,123",0,"8,453","13,577",0,0,0,0,"1,560",0,"2,573","4,133",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"2,470",,"4,075","6,545","2,051",3,"3,385","5,439",630,3,"1,039","1,672",Khandwa
Khandwa13003708,Madhya Pradesh13003708,Indore_Cluster,Indore_Cluster13003708,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13003708,Illigo 500 gm,CROP PROTECTION,,,PRIVATE LABEL,ILLIGO,0.5,B,21.0%,21.0%,650,467,467,934,934,4,1,,4,,,,21,2444,"13,347","1,553,390",,230,418,100,,100,-20,0,,,0,,0,,,0,210,418,100,0,100,209,0,0,209,50,0,0,50,0,0,"295,440",0,0,"295,440","65,000",0,0,"65,000","195,291",0,0,"195,291","46,700",0,0,"46,700","41,011",0,0,"41,011","9,807",0,0,"9,807",0%,18%,Plan < AOP | Plan < Inventory (Excess),"147,200","2,200",,"149,400","109,644","2,008",,"111,652","24,525","9,353",,"33,878",Khandwa
Khandwa13005106,Madhya Pradesh13005106,Indore_Cluster,Indore_Cluster13005106,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005106,Pendex Plus 3.5 L,CROP PROTECTION,,,PRIVATE LABEL,PENDEX PLUS,3.5,B,22.7%,15.0%,"1,950","1,446","1,350",413,386,,1,,1,,,,120,1,"231,356","1,780",,,0,,,0,1,285.7142857,,,0,,0,,,0,1,286,0,0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,0,"587,157",0,"587,157",0,0,0,0,0,"413,000",0,"413,000",0,0,0,0,0,"93,875",0,"93,875",0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),,"1,855",,"1,855",,"1,498",,"1,498",,362,,362,Khandwa
Khandwa13003701,Madhya Pradesh13003701,Indore_Cluster,Indore_Cluster13003701,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13003701,Synpact 1 L,CROP PROTECTION,,,PRIVATE LABEL,SYNPACT,1,B,27.7%,35.0%,"1,800","1,297","1,297","1,297","1,297",0,0,0,0,,,,0,670,0,"1,220,763",,0,0,,,0,0,50,,,0,0,0,,,0,0,50,0,0,0,0,50,0,50,0,0,0,0,0,0,0,"95,654",0,"95,654",0,0,0,0,0,"64,850",0,"64,850",0,0,0,0,0,"17,931",0,"17,931",0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13003702,Madhya Pradesh13003702,Indore_Cluster,Indore_Cluster13003702,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13003702,Synpact 500 ml,CROP PROTECTION,,,PRIVATE LABEL,SYNPACT,0.5,B,29.1%,35.0%,930,671,791,"1,342","1,581",,,1,1,,,,0,13,0,"12,669",,,0,,,0,,0,,,0,10,100,,,0,10,100,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,"98,973","98,973",0,0,0,0,0,0,"67,100","67,100",0,0,0,0,0,0,"19,513","19,513",0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),,,"9,550","9,550",,,"7,446","7,446",,,"2,649","2,649",Khandwa
Khandwa13005176,Madhya Pradesh13005176,Indore_Cluster,Indore_Cluster13005176,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005176,Versate 100 gm,CROP PROTECTION,,,PRIVATE LABEL,VERSATE,0.1,A,39.5%,20.0%,134,76,100,758,"1,000",0,0,0,0,,,,0,551,0,"42,025",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13005177,Madhya Pradesh13005177,Indore_Cluster,Indore_Cluster13005177,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005177,Versate 300 gm,CROP PROTECTION,,,PRIVATE LABEL,VERSATE,0.3,A,39.5%,20.0%,363,197,290,656,967,1,,,1,,,,5,300,"1,538","56,186",,40,67,,,0,,0,,,0,,0,,,0,40,67,0,0,0,20,0,0,20,0,0,0,0,0,0,"17,202",0,0,"17,202",0,0,0,0,"13,120",0,0,"13,120",0,0,0,0,"5,182",0,0,"5,182",0,0,0,0,0%,18%,In AOP but Plan is ZERO,"9,348",,,"9,348","7,714",12,,"7,726","2,917",12,,"2,929",Khandwa
Khandwa13005178,Madhya Pradesh13005178,Indore_Cluster,Indore_Cluster13005178,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005178,Versate 600 gm,CROP PROTECTION,,,PRIVATE LABEL,VERSATE,0.6,A,40.8%,20.0%,702,376,650,627,"1,083",0,0,0,0,,,,25,2,"14,873",915,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13007344,Madhya Pradesh13007344,Indore_Cluster,Indore_Cluster13007344,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13007344,Grassout Ultra 1 L,CROP PROTECTION,,,PRIVATE LABEL,GRASSOUT ULTRA,1,B,25.9%,3.0%,0,"2,417",0,"2,417",0,0,0,0,0,,,,0,0,0,0,,0,140,,,0,0,0,,,0,0,0,,,0,0,140,0,0,0,140,0,0,140,0,0,0,0,0,0,"399,288",0,0,"399,288",0,0,0,0,"338,380",0,0,"338,380",0,0,0,0,"87,471",0,0,"87,471",0,0,0,0,0%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13007345,Madhya Pradesh13007345,Indore_Cluster,Indore_Cluster13007345,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13007345,Grassout Ultra 500 ml,CROP PROTECTION,,,PRIVATE LABEL,GRASSOUT ULTRA,0.5,B,26.1%,25.0%,0,"1,224",0,"2,448",0,0,0,0,0,,,,0,0,0,0,,0,140,,,0,0,0,,,0,0,0,,,0,0,140,0,0,0,70,0,0,70,0,0,0,0,0,0,"202,205",0,0,"202,205",0,0,0,0,"171,360",0,0,"171,360",0,0,0,0,"44,691",0,0,"44,691",0,0,0,0,0%,18%,In AOP but Plan is ZERO,0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13007349,Madhya Pradesh13007349,Indore_Cluster,Indore_Cluster13007349,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13007349,Diwaar Pro 1 L,CROP PROTECTION,,,PRIVATE LABEL,DIWAAR PRO,1,D,0.0%,12.0%,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan = Inventory (At Par),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13006004,Madhya Pradesh13006004,Indore_Cluster,Indore_Cluster13006004,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13006004,Durand Plus 1 L,CROP PROTECTION,,,PRIVATE LABEL,DURAND PLUS,1,D,0.0%,40.0%,"2,650",0,"2,000",0,"2,000",0,0,0,0,,,,0,0,0,0,,0,0,40,,40,0,0,50,,50,0,0,,,0,0,0,90,0,90,0,0,0,0,40,50,0,90,0,0,0,0,0,0,"106,000","132,500",0,"238,500",0,0,0,0,"80,000","100,000",0,"180,000",0,0,0,0,"32,000","40,000",0,"72,000",0%,18%,No AOP | Plan > Inventory (Shortage),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13006005,Madhya Pradesh13006005,Indore_Cluster,Indore_Cluster13006005,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13006005,Durand Plus 500 ml,CROP PROTECTION,,,PRIVATE LABEL,DURAND PLUS,0.5,D,0.0%,40.0%,"1,355",0,950,0,"1,900",0,0,0,0,,,,0,1400,0,"1,607,627",,0,0,20,,20,0,0,100,,100,0,0,50,,50,0,0,170,0,170,0,0,0,0,10,50,25,85,0,0,0,0,0,0,"27,100","135,500","67,750","230,350",0,0,0,0,"19,000","95,000","47,500","161,500",0,0,0,0,"7,600","38,000","19,000","64,600",0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13007362,Madhya Pradesh13007362,Indore_Cluster,Indore_Cluster13007362,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13007362,Grassout70 100 gm,CROP PROTECTION,,,PRIVATE LABEL,GRASSOUT70,0.1,D,0.0%,25.0%,620,0,525,0,"5,250",0,0,0,0,,,,0,255,0,"133,983",,0,0,,,0,0,0,,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,18%,No AOP | Plan < Inventory (Excess),0,0,0,0,0,0,0,0,0,0,0,0,Khandwa
Khandwa13005624,Madhya Pradesh13005624,Indore_Cluster,Indore_Cluster13005624,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,13005624,Tyzone 30 ml,CROP PROTECTION,,,PRIVATE LABEL,TYZONE,0.03,B,20.6%,20.0%,570,454,454,"15,127","15,127",1,,,1,,,,0,0,0,0,,20,"9,877",200,,200,,0,,,0,,0,,,0,20,"9,877",200,0,200,296,0,0,296,6,0,0,6,0,0,"7,555,496",0,0,"7,555,496","114,000",0,0,"114,000","4,482,074",0,0,"4,482,074","90,762",0,0,"90,762","921,514",0,0,"921,514","18,152",0,0,"18,152",0%,18%,Plan < AOP | Plan > Inventory (Shortage),"15,080",,,"15,080","11,197",92,,"11,289","1,435",92,,"1,527",Khandwa
Khandwa10000535,Madhya Pradesh10000535,Indore_Cluster,Indore_Cluster10000535,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000535,Coriander Pahuja LS-800 500 gm,VEGETABLE SEEDS,Coriander,,BRANDED,CORIANDER PAHUJA LS-800,0.5,D,0.0%,1.9%,105,0,525,0,"1,050",,,2,2,,,,0,0,0,0,,,,,,0,,,,,0,30,30,,,0,30,30,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,"3,639","3,639",0,0,0,0,0,0,"3,308","3,308",0,0,0,0,,,16,16,0,0,0,0,0%,0%,No AOP | Plan = Inventory (At Par),,,"3,150","3,150",,,"3,150","3,150",,,-16,-16,Khandwa
Khandwa10000571,Madhya Pradesh10000571,Indore_Cluster,Indore_Cluster10000571,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000571,Cotton Mahyco Dhandev Gold 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON MAHYCO DHANDEV GOLD,0.475,D,6.6%,2.0%,901,941,"1,068","1,981","2,248",1,,,1,,,,0,0,0,0,,-60,60,,,0,,,,,0,,,,,0,-60,60,0,0,0,29,0,0,29,0,0,0,0,0,0,"59,462",0,0,"59,462",0,0,0,0,"54,057",0,0,"54,057",0,0,0,0,"1,364",,,"1,364",0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-54,060",,,"-54,060","-51,482",,,"-51,482","-1,364",,,"-1,364",Khandwa
Khandwa10000577,Madhya Pradesh10000577,Indore_Cluster,Indore_Cluster10000577,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000577,Cotton Nuziveedu Asha 1 NCS866 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON NUZIVEEDU ASHA 1 NCS866,0.475,D,3.1%,2.9%,901,902,859,"1,899","1,808",1,,,1,,,,0,0,0,0,,-6,6,,,0,,,,,0,,,,,0,-6,6,0,0,0,3,0,0,3,0,0,0,0,0,0,"5,946",0,0,"5,946",0,0,0,0,"5,406",0,0,"5,406",0,0,0,0,378,0,0,378,0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-5,406",,,"-5,406","-5,148",,,"-5,148",-136,,,-136,Khandwa
Khandwa10000589,Madhya Pradesh10000589,Indore_Cluster,Indore_Cluster10000589,West,Madhya Pradesh,Khandwa,Mayank Suryawanshi,10000589,Cotton Prabhat Supercot 475 gm,FIELD CROP,Cotton,,BRANDED,COTTON PRABHAT SUPERCOT,0.475,D,7.0%,1.9%,901,3,525,6,"1,105",2,,,2,,,,0,0,0,0,,-60,60,,,0,,,,,0,,,,,0,-60,60,0,0,0,29,0,0,29,0,0,0,0,0,0,"59,462",0,0,"59,462",0,0,0,0,"54,057",0,0,"54,057",0,0,0,0,"3,784",0,0,"3,784",0,0,0,0,0%,0%,In AOP but Plan is ZERO,"-54,060",,,"-54,060","-51,482",,,"-51,482","-1,364",,,"-1,364",Khandwa
